time;position;velocity
0;0;0
0.001;7.894904318126125e-05;0.1578980863625225
0.002;0.000315765007414298;0.31573384210355093
0.003;0.0007103544079621433;0.4734449589921396
0.004;0.0012625614742434504;0.6309691735704747
0.005;0.0019721682057889534;0.7882442895205313
0.006;0.0028388944505526445;0.9452082000068509
0.007;0.0038623980055498123;1.1017989099874848
0.008;0.005042274739786141;1.2579545584851715
0.009000000000000001;0.006378058739434143;1.4136134408108336
0.010000000000000002;0.007869222475205299;1.5687140307314786
0.011000000000000003;0.009515176991858346;1.7231950025746143
0.012000000000000004;0.011315272119776312;1.8769952532613174
0.013000000000000005;0.013268796708537046;2.030053924260151
0.014000000000000005;0.015374978882394159;2.182310423454074
0.015000000000000006;0.017632986317577485;2.3337044469125785
0.016000000000000007;0.020041926541314436;2.4841760005613236
0.017000000000000008;0.022600847252465875;2.6336654217415543
0.01800000000000001;0.02530873666366246;2.782113400651616
0.01900000000000001;0.028164523864819758;2.929461001662979
0.02000000000000001;0.031167079207902817;3.0756496845031385
0.02100000000000001;0.03431521471280333;3.220621325297882
0.022000000000000013;0.037607684494185015;3.364318237465494
0.023000000000000013;0.041043185209145405;3.5066831924552866
0.024000000000000014;0.044620356525534706;3.6476594403233147
0.025000000000000015;0.04833778161076527;3.787190730137809
0.026000000000000016;0.052193987640937696;3.925221330207046
0.027000000000000017;0.05618744633010252;4.061696048122595
0.028000000000000018;0.06031657447946916;4.196560250610684
0.02900000000000002;0.06457973454636684;4.329759883184683
0.03000000000000002;0.06897523523275502;4.461241489591674
0.03100000000000002;0.073501332093074;4.590952231046279
0.03200000000000002;0.0781562281612195;4.718839905244738
0.03300000000000002;0.08293807459641817;4.844852965152585
0.03400000000000002;0.08784497134777415;4.968940537559386
0.035000000000000024;0.0928749678372506;5.091052441393522
0.036000000000000025;0.09802606366084285;5.211139205790967
0.037000000000000026;0.10329620930769402;5.329152087911381
0.03800000000000003;0.10868330689689723;5.445043090495033
0.03900000000000003;0.11418521093172213;5.558764979154757
0.04000000000000003;0.11979972907099769;5.670271299396368
0.04100000000000003;0.12552462291737665;5.779516393361555
0.04200000000000003;0.13135760882220124;5.886455416287623
0.04300000000000003;0.13729635870668402;5.991044352677949
0.04400000000000003;0.14333850089911154;6.093240032177089
0.04500000000000003;0.14948162098777287;6.19300014514557
0.046000000000000034;0.15572326268930986;6.290283257928405
0.047000000000000035;0.1620609287321799;6.385048827811659
0.048000000000000036;0.16849208175491703;6.477257217662623
0.04900000000000004;0.1750141452188721;6.566869710247503
0.05000000000000004;0.1816245043351067;6.653848522221727
0.05100000000000004;0.18832050700511177;6.738156817788388
0.05200000000000004;0.19509946477501552;6.819758722019119
0.05300000000000004;0.20195865380294173;6.89861933383329
0.05400000000000004;0.20889531583917378;6.9747047386308205
0.05500000000000004;0.21590665921877628;7.047982020574162
0.05600000000000004;0.2229898598663206;7.118419274514508
0.057000000000000044;0.23014206231235732;7.1859856175589
0.058000000000000045;0.2373603807212734;7.250651200273294
0.059000000000000045;0.244641899930169;7.312387217517868
0.060000000000000046;0.25198367649838355;7.371165918911237
0.06100000000000005;0.25938273976729864;7.426960618918954
0.06200000000000005;0.26683609293003985;7.479745706563456
0.06300000000000004;0.2743407141106971;7.529496654751055
0.06400000000000004;0.2818935574526797;7.576190029214113
0.06500000000000004;0.2894915542158188;7.619803497064092
0.06600000000000004;0.2971316138818269;7.660315834952136
0.06700000000000005;0.30481062526772074;7.697706936835524
0.06800000000000005;0.3125254576468119;7.7319578213467794
0.06900000000000005;0.3202729618768662;7.76305063876187
0.07000000000000005;0.32804997153503007;7.7909686775658455
0.07100000000000005;0.3358533040591199;7.8156963706138
0.07200000000000005;0.343679761894869;7.837219300884379
0.07300000000000005;0.3515261336487234;7.855524206824504
0.07400000000000005;0.3593891952457768;7.870598987282206
0.07500000000000005;0.36726571109243134;7.882432706026898
0.07600000000000005;0.3751524352433723;7.891015595854977
0.07700000000000005;0.3830461125724396;7.896339062279655
0.07800000000000006;0.390943479946981;7.898395686803116
0.07900000000000006;0.39884126740526765;7.897179229770234
0.08000000000000006;0.4067361993365543;7.89268463280307
0.08100000000000006;0.41462499566336325;7.884908020814818
0.08200000000000006;0.4225043730255717;7.873846703602083
0.08300000000000006;0.43037104596588077;7.85949917701606
0.08400000000000006;0.43822172811624494;7.841865123712266
0.08500000000000006;0.44605313338483904;7.820945413475943
0.08600000000000006;0.45386197714314014;7.7967421031262525
0.08700000000000006;0.4616449774127024;7.769258435998238
0.08800000000000006;0.46939885605120224;7.738498841001473
0.08900000000000007;0.47712033993733177;7.7044689312575905
0.09000000000000007;0.48480616215411854;7.667175502315937
0.09100000000000007;0.4924530631702504;7.626626529947777
0.09200000000000007;0.5000577920189849;7.582831167521286
0.09300000000000007;0.5076171074742242;7.535799742957205
0.09400000000000007;0.5151277792233356;7.485543755265722
0.09500000000000007;0.5225865890363018;7.432075870666687
0.09600000000000007;0.5299903319307825;7.375409918294606
0.09700000000000007;0.537335817332675;7.3155608854904015
0.09800000000000007;0.5446198702317595;7.252544912678626
0.09900000000000007;0.5518393323320165;7.186379287835442
0.10000000000000007;0.5589910631962088;7.117082440549149
0.10100000000000008;0.5660719413843193;7.044673935671708
0.10200000000000008;0.5730788655854393;6.9691744665683615
0.10300000000000008;0.5800087557427057;6.89060584796447
0.10400000000000008;0.586858554170884;6.808991008391995
0.10500000000000008;0.5936252266662008;6.724353982241637
0.10600000000000008;0.6003057636080311;6.636719901419063
0.10700000000000008;0.606897181052046;6.546114986610784
