"time","e","P","I","D","y_1","y_2","u_1","u_2"
12.85,-7.91772e-08,-0,-0,-0,0,7.91772e-08,0,-0
12.86,-8.63377e-08,-0,-0,-0,0,8.63377e-08,0,-0
12.87,-9.0642e-08,-0,-0,-0,0,9.0642e-08,0,-0
12.88,-9.16421e-08,-0,-0,-0,0,9.16421e-08,0,-0
12.89,-8.9267e-08,-0,-0,0,0,8.9267e-08,0,0
12.9,-8.37778e-08,-0,-0,0,0,8.37778e-08,0,0
12.91,-7.56697e-08,-0,-0,0,0,7.56697e-08,0,0
12.92,-6.57636e-08,-0,-0,0,0,6.57636e-08,0,0
12.93,-5.49438e-08,-0,-0,0,0,5.49438e-08,0,0
12.94,-4.43543e-08,-0,-0,0,0,4.43543e-08,0,0
12.95,-3.49272e-08,-0,-0,0,0,3.49272e-08,0,0
12.96,-2.7574e-08,-0,-0,0,0,2.7574e-08,0,0
12.97,-2.30079e-08,-0,-0,0,0,2.30079e-08,0,0
12.98,-2.1729e-08,-0,-0,0,0,2.1729e-08,0,0
12.99,-2.38583e-08,-0,-0,-0,0,2.38583e-08,0,-0
13,-2.91299e-08,-0,-0,-0,0,2.91299e-08,0,-0
13.01,-3.70755e-08,-0,-0,-0,0,3.70755e-08,0,-0
13.02,-4.69104e-08,-0,-0,-0,0,4.69104e-08,0,-0
13.03,-5.77218e-08,-0,-0,-0,0,5.77218e-08,0,-0
13.04,-6.83903e-08,-0,-0,-0,0,6.83903e-08,0,-0
13.05,-7.793e-08,-0,-0,-0,0,7.793e-08,0,-0
13.06,-8.54372e-08,-0,-0,-0,0,8.54372e-08,0,-0
13.07,-9.01941e-08,-0,-0,-0,0,9.01941e-08,0,-0
13.08,-9.1687e-08,-0,-0,-0,0,9.1687e-08,0,-0
13.09,-8.97766e-08,-0,-0,0,0,8.97766e-08,0,0
13.1,-8.47134e-08,-0,-0,0,0,8.47134e-08,0,0
13.11,-7.69497e-08,-0,-0,0,0,7.69497e-08,0,0
13.12,-6.72377e-08,-0,-0,0,0,6.72377e-08,0,0
13.13,-5.65022e-08,-0,-0,0,0,5.65022e-08,0,0
13.14,-4.58194e-08,-0,-0,0,0,4.58194e-08,0,0
13.15,-3.62112e-08,-0,-0,0,0,3.62112e-08,0,0
13.16,-2.85151e-08,-0,-0,0,0,2.85151e-08,0,0
13.17,-2.35081e-08,-0,-0,0,0,2.35081e-08,0,0
13.18,-2.17385e-08,-0,-0,0,0,2.17385e-08,0,0
13.19,-2.33955e-08,-0,-0,-0,0,2.33955e-08,0,-0
13.2,-2.82318e-08,-0,-0,-0,0,2.82318e-08,0,-0
13.21,-3.58251e-08,-0,-0,-0,0,3.58251e-08,0,-0
13.22,-4.54493e-08,-0,-0,-0,0,4.54493e-08,0,-0
13.23,-5.61598e-08,-0,-0,-0,0,5.61598e-08,0,-0
13.24,-6.69093e-08,-0,-0,-0,0,6.69093e-08,0,-0
13.25,-7.66252e-08,-0,-0,-0,0,7.66252e-08,0,-0
13.26,-8.44708e-08,-0,-0,-0,0,8.44708e-08,0,-0
13.27,-8.96612e-08,-0,-0,-0,0,8.96612e-08,0,-0
13.28,-9.16288e-08,-0,-0,-0,0,9.16288e-08,0,-0
13.29,-9.01849e-08,-0,-0,0,0,9.01849e-08,0,0
13.3,-8.55559e-08,-0,-0,0,0,8.55559e-08,0,0
13.31,-7.81462e-08,-0,-0,0,0,7.81462e-08,0,0
13.32,-6.86581e-08,-0,-0,0,0,6.86581e-08,0,0
13.33,-5.80292e-08,-0,-0,0,0,5.80292e-08,0,0
13.34,-4.72889e-08,-0,-0,0,0,4.72889e-08,0,0
13.35,-3.75073e-08,-0,-0,0,0,3.75073e-08,0,0
13.36,-2.94759e-08,-0,-0,0,0,2.94759e-08,0,0
13.37,-2.40412e-08,-0,-0,0,0,2.40412e-08,0,0
13.38,-2.18144e-08,-0,-0,0,0,2.18144e-08,0,0
13.39,-2.29975e-08,-0,-0,-0,0,2.29975e-08,0,-0
13.4,-2.7404e-08,-0,-0,-0,0,2.7404e-08,0,-0
13.41,-3.46418e-08,-0,-0,-0,0,3.46418e-08,0,-0
13.42,-4.40224e-08,-0,-0,-0,0,4.40224e-08,0,-0
13.43,-5.46131e-08,-0,-0,-0,0,5.46131e-08,0,-0
13.44,-6.54143e-08,-0,-0,-0,0,6.54143e-08,0,-0
13.45,-7.53064e-08,-0,-0,-0,0,7.53064e-08,0,-0
13.46,-8.34914e-08,-0,-0,-0,0,8.34914e-08,0,-0
13.47,-8.91091e-08,-0,-0,-0,0,8.91091e-08,0,-0
13.48,-9.15431e-08,-0,-0,-0,0,9.15431e-08,0,-0
13.49,-9.05746e-08,-0,-0,0,0,9.05746e-08,0,0
13.5,-8.63762e-08,-0,-0,0,0,8.63762e-08,0,0
13.51,-7.93286e-08,-0,-0,0,0,7.93286e-08,0,0
13.52,-7.00792e-08,-0,-0,0,0,7.00792e-08,0,0
13.53,-5.957e-08,-0,-0,0,0,5.957e-08,0,0
13.54,-4.87721e-08,-0,-0,0,0,4.87721e-08,0,0
13.55,-3.88023e-08,-0,-0,0,0,3.88023e-08,0,0
13.56,-3.04194e-08,-0,-0,0,0,3.04194e-08,0,0
13.57,-2.45669e-08,-0,-0,0,0,2.45669e-08,0,0
13.58,-2.18561e-08,-0,-0,0,0,2.18561e-08,0,0
13.59,-2.25362e-08,-0,-0,-0,0,2.25362e-08,0,-0
13.6,-2.64964e-08,-0,-0,-0,0,2.64964e-08,0,-0
13.61,-3.33551e-08,-0,-0,-0,0,3.33551e-08,0,-0
13.62,-4.2488e-08,-0,-0,-0,0,4.2488e-08,0,-0
13.63,-5.296e-08,-0,-0,-0,0,5.296e-08,0,-0
13.64,-6.3816e-08,-0,-0,-0,0,6.3816e-08,0,-0
13.65,-7.39187e-08,-0,-0,-0,0,7.39187e-08,0,-0
13.66,-8.24568e-08,-0,-0,-0,0,8.24568e-08,0,-0
13.67,-8.84893e-08,-0,-0,-0,0,8.84893e-08,0,-0
13.68,-9.14289e-08,-0,-0,-0,0,9.14289e-08,0,-0
13.69,-9.09689e-08,-0,-0,0,0,9.09689e-08,0,0
13.7,-8.72419e-08,-0,-0,0,0,8.72419e-08,0,0
13.71,-8.0586e-08,-0,-0,0,0,8.0586e-08,0,0
13.72,-7.16114e-08,-0,-0,0,0,7.16114e-08,0,0
13.73,-6.12303e-08,-0,-0,0,0,6.12303e-08,0,0
13.74,-5.03881e-08,-0,-0,0,0,5.03881e-08,0,0
13.75,-4.02154e-08,-0,-0,0,0,4.02154e-08,0,0
13.76,-3.15084e-08,-0,-0,0,0,3.15084e-08,0,0
13.77,-2.52275e-08,-0,-0,0,0,2.52275e-08,0,0
13.78,-2.20207e-08,-0,-0,0,0,2.20207e-08,0,0
13.79,-2.21735e-08,-0,-0,-0,0,2.21735e-08,0,-0
13.8,-2.56393e-08,-0,-0,-0,0,2.56393e-08,0,-0
13.81,-3.21018e-08,-0,-0,-0,0,3.21018e-08,0,-0
13.82,-4.09252e-08,-0,-0,-0,0,4.09252e-08,0,-0
13.83,-5.12589e-08,-0,-0,-0,0,5.12589e-08,0,-0
13.84,-6.21519e-08,-0,-0,-0,0,6.21519e-08,0,-0
13.85,-7.24578e-08,-0,-0,-0,0,7.24578e-08,0,-0
13.86,-8.13206e-08,-0,-0,-0,0,8.13206e-08,0,-0
13.87,-8.77915e-08,-0,-0,-0,0,8.77915e-08,0,-0
13.88,-9.12157e-08,-0,-0,-0,0,9.12157e-08,0,-0
13.89,-9.13017e-08,-0,-0,-0,0,9.13017e-08,0,-0
13.9,-8.80615e-08,-0,-0,0,0,8.80615e-08,0,0
13.91,-8.18013e-08,-0,-0,0,0,8.18013e-08,0,0
13.92,-7.31393e-08,-0,-0,0,0,7.31393e-08,0,0
13.93,-6.29014e-08,-0,-0,0,0,6.29014e-08,0,0
13.94,-5.20405e-08,-0,-0,0,0,5.20405e-08,0,0
13.95,-4.16727e-08,-0,-0,0,0,4.16727e-08,0,0
13.96,-3.26586e-08,-0,-0,0,0,3.26586e-08,0,0
13.97,-2.59585e-08,-0,-0,0,0,2.59585e-08,0,0
13.98,-2.22636e-08,-0,-0,0,0,2.22636e-08,0,0
13.99,-2.18845e-08,-0,-0,0,0,2.18845e-08,0,0
14,-2.48713e-08,-0,-0,-0,0,2.48713e-08,0,-0
14.01,-3.09302e-08,-0,-0,-0,0,3.09302e-08,0,-0
14.02,-3.94528e-08,-0,-0,-0,0,3.94528e-08,0,-0
14.03,-4.96357e-08,-0,-0,-0,0,4.96357e-08,0,-0
14.04,-6.05443e-08,-0,-0,-0,0,6.05443e-08,0,-0
14.05,-7.10197e-08,-0,-0,-0,0,7.10197e-08,0,-0
14.06,-8.0178e-08,-0,-0,-0,0,8.0178e-08,0,-0
14.07,-8.70434e-08,-0,-0,-0,0,8.70434e-08,0,-0
14.08,-9.09613e-08,-0,-0,-0,0,9.09613e-08,0,-0
14.09,-9.15635e-08,-0,-0,-0,0,9.15635e-08,0,-0
14.1,-8.88056e-08,-0,-0,0,0,8.88056e-08,0,0
14.11,-8.29608e-08,-0,-0,0,0,8.29608e-08,0,0
14.12,-7.4602e-08,-0,-0,0,0,7.4602e-08,0,0
14.13,-6.45418e-08,-0,-0,0,0,6.45418e-08,0,0
14.14,-5.36851e-08,-0,-0,0,0,5.36851e-08,0,0
14.15,-4.31735e-08,-0,-0,0,0,4.31735e-08,0,0
14.16,-3.39086e-08,-0,-0,0,0,3.39086e-08,0,0
14.17,-2.68349e-08,-0,-0,0,0,2.68349e-08,0,0
14.18,-2.26473e-08,-0,-0,0,0,2.26473e-08,0,0
14.19,-2.1762e-08,-0,-0,0,0,2.1762e-08,0,0
14.2,-2.42659e-08,-0,-0,-0,0,2.42659e-08,0,-0
14.21,-2.98868e-08,-0,-0,-0,0,2.98868e-08,0,-0
14.22,-3.80988e-08,-0,-0,-0,0,3.80988e-08,0,-0
14.23,-4.80874e-08,-0,-0,-0,0,4.80874e-08,0,-0
14.24,-5.89552e-08,-0,-0,-0,0,5.89552e-08,0,-0
14.25,-6.9546e-08,-0,-0,-0,0,6.9546e-08,0,-0
14.26,-7.8927e-08,-0,-0,-0,0,7.8927e-08,0,-0
14.27,-8.6156e-08,-0,-0,-0,0,8.6156e-08,0,-0
14.28,-9.05535e-08,-0,-0,-0,0,9.05535e-08,0,-0
14.29,-9.16505e-08,-0,-0,-0,0,9.16505e-08,0,-0
14.3,-8.93686e-08,-0,-0,0,0,8.93686e-08,0,0
14.31,-8.39664e-08,-0,-0,0,0,8.39664e-08,0,0
14.32,-7.59248e-08,-0,-0,0,0,7.59248e-08,0,0
14.33,-6.60562e-08,-0,-0,0,0,6.60562e-08,0,0
14.34,-5.52509e-08,-0,-0,0,0,5.52509e-08,0,0
14.35,-4.46425e-08,-0,-0,0,0,4.46425e-08,0,0
14.36,-3.51761e-08,-0,-0,0,0,3.51761e-08,0,0
14.37,-2.77541e-08,-0,-0,0,0,2.77541e-08,0,0
14.38,-2.30994e-08,-0,-0,0,0,2.30994e-08,0,0
14.39,-2.17215e-08,-0,-0,0,0,2.17215e-08,0,0
14.4,-2.37564e-08,-0,-0,-0,0,2.37564e-08,0,-0
14.41,-2.89422e-08,-0,-0,-0,0,2.89422e-08,0,-0
14.42,-3.68166e-08,-0,-0,-0,0,3.68166e-08,0,-0
14.43,-4.66099e-08,-0,-0,-0,0,4.66099e-08,0,-0
14.44,-5.74041e-08,-0,-0,-0,0,5.74041e-08,0,-0
14.45,-6.80906e-08,-0,-0,-0,0,6.80906e-08,0,-0
14.46,-7.76669e-08,-0,-0,-0,0,7.76669e-08,0,-0
14.47,-8.5243e-08,-0,-0,-0,0,8.5243e-08,0,-0
14.48,-9.00884e-08,-0,-0,-0,0,9.00884e-08,0,-0
14.49,-9.16804e-08,-0,-0,-0,0,9.16804e-08,0,-0
14.5,-8.98641e-08,-0,-0,0,0,8.98641e-08,0,0
14.51,-8.48882e-08,-0,-0,0,0,8.48882e-08,0,0
14.52,-7.7195e-08,-0,-0,0,0,7.7195e-08,0,0
14.53,-6.75256e-08,-0,-0,0,0,6.75256e-08,0,0
14.54,-5.68103e-08,-0,-0,0,0,5.68103e-08,0,0
14.55,-4.61133e-08,-0,-0,0,0,4.61133e-08,0,0
14.56,-3.64698e-08,-0,-0,0,0,3.64698e-08,0,0
14.57,-2.87069e-08,-0,-0,0,0,2.87069e-08,0,0
14.58,-2.3615e-08,-0,-0,0,0,2.3615e-08,0,0
14.59,-2.1753e-08,-0,-0,0,0,2.1753e-08,0,0
14.6,-2.3316e-08,-0,-0,-0,0,2.3316e-08,0,-0
14.61,-2.80635e-08,-0,-0,-0,0,2.80635e-08,0,-0
14.62,-3.55853e-08,-0,-0,-0,0,3.55853e-08,0,-0
14.63,-4.51619e-08,-0,-0,-0,0,4.51619e-08,0,-0
14.64,-5.58494e-08,-0,-0,-0,0,5.58494e-08,0,-0
14.65,-6.66073e-08,-0,-0,-0,0,6.66073e-08,0,-0
14.66,-7.63595e-08,-0,-0,-0,0,7.63595e-08,0,-0
14.67,-8.42711e-08,-0,-0,-0,0,8.42711e-08,0,-0
14.68,-8.95453e-08,-0,-0,-0,0,8.95453e-08,0,-0
14.69,-9.16052e-08,-0,-0,-0,0,9.16052e-08,0,-0
14.7,-9.02529e-08,-0,-0,0,0,9.02529e-08,0,0
14.71,-8.57075e-08,-0,-0,0,0,8.57075e-08,0,0
14.72,-7.83694e-08,-0,-0,0,0,7.83694e-08,0,0
14.73,-6.89306e-08,-0,-0,0,0,6.89306e-08,0,0
14.74,-5.83267e-08,-0,-0,0,0,5.83267e-08,0,0
14.75,-4.75751e-08,-0,-0,0,0,4.75751e-08,0,0
14.76,-3.77611e-08,-0,-0,0,0,3.77611e-08,0,0
14.77,-2.96637e-08,-0,-0,0,0,2.96637e-08,0,0
14.78,-2.41415e-08,-0,-0,0,0,2.41415e-08,0,0
14.79,-2.18245e-08,-0,-0,0,0,2.18245e-08,0,0
14.8,-2.29115e-08,-0,-0,-0,0,2.29115e-08,0,-0
14.81,-2.72311e-08,-0,-0,-0,0,2.72311e-08,0,-0
14.82,-3.43958e-08,-0,-0,-0,0,3.43958e-08,0,-0
14.83,-4.37281e-08,-0,-0,-0,0,4.37281e-08,0,-0
14.84,-5.42942e-08,-0,-0,-0,0,5.42942e-08,0,-0
14.85,-6.5106e-08,-0,-0,-0,0,6.5106e-08,0,-0
14.86,-7.50365e-08,-0,-0,-0,0,7.50365e-08,0,-0
14.87,-8.32922e-08,-0,-0,-0,0,8.32922e-08,0,-0
14.88,-8.89859e-08,-0,-0,-0,0,8.89859e-08,0,-0
14.89,-9.15217e-08,-0,-0,-0,0,9.15217e-08,0,-0
14.9,-9.06527e-08,-0,-0,0,0,9.06527e-08,0,0
14.91,-8.6543e-08,-0,-0,0,0,8.6543e-08,0,0
14.92,-7.95739e-08,-0,-0,0,0,7.95739e-08,0,0
14.93,-7.03756e-08,-0,-0,0,0,7.03756e-08,0,0
14.94,-5.98927e-08,-0,-0,0,0,5.98927e-08,0,0
14.95,-4.90874e-08,-0,-0,0,0,4.90874e-08,0,0
14.96,-3.90795e-08,-0,-0,0,0,3.90795e-08,0,0
14.97,-3.06284e-08,-0,-0,0,0,3.06284e-08,0,0
14.98,-2.46952e-08,-0,-0,0,0,2.46952e-08,0,0
14.99,-2.18853e-08,-0,-0,0,0,2.18853e-08,0,0
15,-2.24652e-08,-0,-0,-0,0,2.24652e-08,0,-0
15.01,-2.63309e-08,-0,-0,-0,0,2.63309e-08,0,-0
15.02,-3.31092e-08,-0,-0,-0,0,3.31092e-08,0,-0
15.03,-4.21859e-08,-0,-0,-0,0,4.21859e-08,0,-0
15.04,-5.26308e-08,-0,-0,-0,0,5.26308e-08,0,-0
15.05,-6.34961e-08,-0,-0,-0,0,6.34961e-08,0,-0
15.06,-7.36387e-08,-0,-0,-0,0,7.36387e-08,0,-0
15.07,-8.224e-08,-0,-0,-0,0,8.224e-08,0,-0
15.08,-8.83609e-08,-0,-0,-0,0,8.83609e-08,0,-0
15.09,-9.13979e-08,-0,-0,-0,0,9.13979e-08,0,-0
15.1,-9.10443e-08,-0,-0,0,0,9.10443e-08,0,0
15.11,-8.74155e-08,-0,-0,0,0,8.74155e-08,0,0
15.12,-8.08383e-08,-0,-0,0,0,8.08383e-08,0,0
15.13,-7.19281e-08,-0,-0,0,0,7.19281e-08,0,0
15.14,-6.15773e-08,-0,-0,0,0,6.15773e-08,0,0
15.15,-5.07285e-08,-0,-0,0,0,5.07285e-08,0,0
15.16,-4.05143e-08,-0,-0,0,0,4.05143e-08,0,0
15.17,-3.17427e-08,-0,-0,0,0,3.17427e-08,0,0
15.18,-2.53764e-08,-0,-0,0,0,2.53764e-08,0,0
15.19,-2.20733e-08,-0,-0,0,0,2.20733e-08,0,0
15.2,-2.21146e-08,-0,-0,-0,0,2.21146e-08,0,-0
15.21,-2.54821e-08,-0,-0,-0,0,2.54821e-08,0,-0
15.22,-3.1864e-08,-0,-0,-0,0,3.1864e-08,0,-0
15.23,-4.06264e-08,-0,-0,-0,0,4.06264e-08,0,-0
15.24,-5.09332e-08,-0,-0,-0,0,5.09332e-08,0,-0
15.25,-6.18275e-08,-0,-0,-0,0,6.18275e-08,0,-0
15.26,-7.21726e-08,-0,-0,-0,0,7.21726e-08,0,-0
15.27,-8.1099e-08,-0,-0,-0,0,8.1099e-08,0,-0
15.28,-8.7654e-08,-0,-0,-0,0,8.7654e-08,0,-0
15.29,-9.11769e-08,-0,-0,-0,0,9.11769e-08,0,-0
15.3,-9.13688e-08,-0,-0,-0,0,9.13688e-08,0,-0
15.31,-8.82232e-08,-0,-0,0,0,8.82232e-08,0,0
15.32,-8.20439e-08,-0,-0,0,0,8.20439e-08,0,0
15.33,-7.34415e-08,-0,-0,0,0,7.34415e-08,0,0
15.34,-6.32343e-08,-0,-0,0,0,6.32343e-08,0,0
15.35,-5.23696e-08,-0,-0,0,0,5.23696e-08,0,0
15.36,-4.19707e-08,-0,-0,0,0,4.19707e-08,0,0
15.37,-3.29006e-08,-0,-0,0,0,3.29006e-08,0,0
15.38,-2.61215e-08,-0,-0,0,0,2.61215e-08,0,0
15.39,-2.23284e-08,-0,-0,0,0,2.23284e-08,0,0
15.4,-2.18424e-08,-0,-0,0,0,2.18424e-08,0,0
15.41,-2.4732e-08,-0,-0,-0,0,2.4732e-08,0,-0
15.42,-3.07057e-08,-0,-0,-0,0,3.07057e-08,0,-0
15.43,-3.91669e-08,-0,-0,-0,0,3.91669e-08,0,-0
15.44,-4.93122e-08,-0,-0,-0,0,4.93122e-08,0,-0
15.45,-6.0221e-08,-0,-0,-0,0,6.0221e-08,0,-0
15.46,-7.07268e-08,-0,-0,-0,0,7.07268e-08,0,-0
15.47,-7.99379e-08,-0,-0,-0,0,7.99379e-08,0,-0
15.48,-8.6881e-08,-0,-0,-0,0,8.6881e-08,0,-0
15.49,-9.09003e-08,-0,-0,-0,0,9.09003e-08,0,-0
15.5,-9.16045e-08,-0,-0,-0,0,9.16045e-08,0,-0
15.51,-8.89456e-08,-0,-0,0,0,8.89456e-08,0,0
15.52,-8.31892e-08,-0,-0,0,0,8.31892e-08,0,0
15.53,-7.48923e-08,-0,-0,0,0,7.48923e-08,0,0
15.54,-6.48707e-08,-0,-0,0,0,6.48707e-08,0,0
15.55,-5.40223e-08,-0,-0,0,0,5.40223e-08,0,0
15.56,-4.34873e-08,-0,-0,0,0,4.34873e-08,0,0
15.57,-3.41793e-08,-0,-0,0,0,3.41793e-08,0,0
15.58,-2.70319e-08,-0,-0,0,0,2.70319e-08,0,0
15.59,-2.27462e-08,-0,-0,0,0,2.27462e-08,0,0
15.6,-2.17577e-08,-0,-0,0,0,2.17577e-08,0,0
15.61,-2.41644e-08,-0,-0,-0,0,2.41644e-08,0,-0
15.62,-2.9693e-08,-0,-0,-0,0,2.9693e-08,0,-0
15.63,-3.78393e-08,-0,-0,-0,0,3.78393e-08,0,-0
15.64,-4.77882e-08,-0,-0,-0,0,4.77882e-08,0,-0
15.65,-5.86456e-08,-0,-0,-0,0,5.86456e-08,0,-0
15.66,-6.92546e-08,-0,-0,-0,0,6.92546e-08,0,-0
15.67,-7.86779e-08,-0,-0,-0,0,7.86779e-08,0,-0
15.68,-8.59768e-08,-0,-0,-0,0,8.59768e-08,0,-0
15.69,-9.04708e-08,-0,-0,-0,0,9.04708e-08,0,-0
15.7,-9.16673e-08,-0,-0,-0,0,9.16673e-08,0,-0
15.71,-8.94796e-08,-0,-0,0,0,8.94796e-08,0,0
15.72,-8.4163e-08,-0,-0,0,0,8.4163e-08,0,0
15.73,-7.61911e-08,-0,-0,0,0,7.61911e-08,0,0
15.74,-6.63604e-08,-0,-0,0,0,6.63604e-08,0,0
15.75,-5.55711e-08,-0,-0,0,0,5.55711e-08,0,0
15.76,-4.49429e-08,-0,-0,0,0,4.49429e-08,0,0
15.77,-3.54396e-08,-0,-0,0,0,3.54396e-08,0,0
15.78,-2.7945e-08,-0,-0,0,0,2.7945e-08,0,0
15.79,-2.31994e-08,-0,-0,0,0,2.31994e-08,0,0
15.8,-2.17196e-08,-0,-0,0,0,2.17196e-08,0,0
15.81,-2.36566e-08,-0,-0,-0,0,2.36566e-08,0,-0
15.82,-2.87541e-08,-0,-0,-0,0,2.87541e-08,0,-0
15.83,-3.65555e-08,-0,-0,-0,0,3.65555e-08,0,-0
15.84,-4.63069e-08,-0,-0,-0,0,4.63069e-08,0,-0
15.85,-5.70795e-08,-0,-0,-0,0,5.70795e-08,0,-0
15.86,-6.77849e-08,-0,-0,-0,0,6.77849e-08,0,-0
15.87,-7.73966e-08,-0,-0,-0,0,7.73966e-08,0,-0
15.88,-8.5042e-08,-0,-0,-0,0,8.5042e-08,0,-0
15.89,-8.9977e-08,-0,-0,-0,0,8.9977e-08,0,-0
15.9,-9.16698e-08,-0,-0,-0,0,9.16698e-08,0,-0
15.91,-8.99479e-08,-0,-0,0,0,8.99479e-08,0,0
15.92,-8.50616e-08,-0,-0,0,0,8.50616e-08,0,0
15.93,-7.744e-08,-0,-0,0,0,7.744e-08,0,0
15.94,-6.7814e-08,-0,-0,0,0,6.7814e-08,0,0
15.95,-5.71198e-08,-0,-0,0,0,5.71198e-08,0,0
15.96,-4.64089e-08,-0,-0,0,0,4.64089e-08,0,0
15.97,-3.67303e-08,-0,-0,0,0,3.67303e-08,0,0
15.98,-2.88995e-08,-0,-0,0,0,2.88995e-08,0,0
15.99,-2.37195e-08,-0,-0,0,0,2.37195e-08,0,0
16,-2.17637e-08,-0,-0,0,0,2.17637e-08,0,0
16.01,-2.32303e-08,-0,-0,-0,0,2.32303e-08,0,-0
16.02,-2.78873e-08,-0,-0,-0,0,2.78873e-08,0,-0
16.03,-3.53378e-08,-0,-0,-0,0,3.53378e-08,0,-0
16.04,-4.48669e-08,-0,-0,-0,0,4.48669e-08,0,-0
16.05,-5.55319e-08,-0,-0,-0,0,5.55319e-08,0,-0
16.06,-6.62993e-08,-0,-0,-0,0,6.62993e-08,0,-0
16.07,-7.6089e-08,-0,-0,-0,0,7.6089e-08,0,-0
16.08,-8.4071e-08,-0,-0,-0,0,8.4071e-08,0,-0
16.09,-8.94336e-08,-0,-0,-0,0,8.94336e-08,0,-0
16.1,-9.15876e-08,-0,-0,-0,0,9.15876e-08,0,-0
16.11,-9.03315e-08,-0,-0,0,0,9.03315e-08,0,0
16.12,-8.58698e-08,-0,-0,0,0,8.58698e-08,0,0
16.13,-7.86042e-08,-0,-0,0,0,7.86042e-08,0,0
16.14,-6.92144e-08,-0,-0,0,0,6.92144e-08,0,0
16.15,-5.86335e-08,-0,-0,0,0,5.86335e-08,0,0
16.16,-4.78687e-08,-0,-0,0,0,4.78687e-08,0,0
16.17,-3.80195e-08,-0,-0,0,0,3.80195e-08,0,0
16.18,-2.9852e-08,-0,-0,0,0,2.9852e-08,0,0
16.19,-2.42376e-08,-0,-0,0,0,2.42376e-08,0,0
16.2,-2.18261e-08,-0,-0,0,0,2.18261e-08,0,0
16.21,-2.28143e-08,-0,-0,-0,0,2.28143e-08,0,-0
16.22,-2.70427e-08,-0,-0,-0,0,2.70427e-08,0,-0
16.23,-3.41332e-08,-0,-0,-0,0,3.41332e-08,0,-0
16.24,-4.34184e-08,-0,-0,-0,0,4.34184e-08,0,-0
16.25,-5.39611e-08,-0,-0,-0,0,5.39611e-08,0,-0
16.26,-6.47863e-08,-0,-0,-0,0,6.47863e-08,0,-0
16.27,-7.47624e-08,-0,-0,-0,0,7.47624e-08,0,-0
16.28,-8.30959e-08,-0,-0,-0,0,8.30959e-08,0,-0
16.29,-8.88721e-08,-0,-0,-0,0,8.88721e-08,0,-0
16.3,-9.15128e-08,-0,-0,-0,0,9.15128e-08,0,-0
16.31,-9.07482e-08,-0,-0,0,0,9.07482e-08,0,0
16.32,-8.67294e-08,-0,-0,0,0,8.67294e-08,0,0
16.33,-7.98397e-08,-0,-0,0,0,7.98397e-08,0,0
16.34,-7.0693e-08,-0,-0,0,0,7.0693e-08,0,0
16.35,-6.02315e-08,-0,-0,0,0,6.02315e-08,0,0
16.36,-4.94154e-08,-0,-0,0,0,4.94154e-08,0,0
16.37,-3.93637e-08,-0,-0,0,0,3.93637e-08,0,0
16.38,-3.08469e-08,-0,-0,0,0,3.08469e-08,0,0
16.39,-2.48258e-08,-0,-0,0,0,2.48258e-08,0,0
16.4,-2.19145e-08,-0,-0,0,0,2.19145e-08,0,0
16.41,-2.23894e-08,-0,-0,-0,0,2.23894e-08,0,-0
16.42,-2.61538e-08,-0,-0,-0,0,2.61538e-08,0,-0
16.43,-3.28524e-08,-0,-0,-0,0,3.28524e-08,0,-0
16.44,-4.18702e-08,-0,-0,-0,0,4.18702e-08,0,-0
16.45,-5.22887e-08,-0,-0,-0,0,5.22887e-08,0,-0
16.46,-6.31626e-08,-0,-0,-0,0,6.31626e-08,0,-0
16.47,-7.33463e-08,-0,-0,-0,0,7.33463e-08,0,-0
16.48,-8.20141e-08,-0,-0,-0,0,8.20141e-08,0,-0
16.49,-8.82256e-08,-0,-0,-0,0,8.82256e-08,0,-0
16.5,-9.13622e-08,-0,-0,-0,0,9.13622e-08,0,-0
16.51,-9.1117e-08,-0,-0,0,0,9.1117e-08,0,0
16.52,-8.75888e-08,-0,-0,0,0,8.75888e-08,0,0
16.53,-8.10906e-08,-0,-0,0,0,8.10906e-08,0,0
16.54,-7.22468e-08,-0,-0,0,0,7.22468e-08,0,0
16.55,-6.19226e-08,-0,-0,0,0,6.19226e-08,0,0
16.56,-5.10694e-08,-0,-0,0,0,5.10694e-08,0,0
16.57,-4.08124e-08,-0,-0,0,0,4.08124e-08,0,0
16.58,-3.19748e-08,-0,-0,0,0,3.19748e-08,0,0
16.59,-2.55227e-08,-0,-0,0,0,2.55227e-08,0,0
16.6,-2.21205e-08,-0,-0,0,0,2.21205e-08,0,0
16.61,-2.20526e-08,-0,-0,0,0,2.20526e-08,0,0
16.62,-2.53258e-08,-0,-0,-0,0,2.53258e-08,0,-0
16.63,-3.16254e-08,-0,-0,-0,0,3.16254e-08,0,-0
16.64,-4.03287e-08,-0,-0,-0,0,4.03287e-08,0,-0
16.65,-5.06082e-08,-0,-0,-0,0,5.06082e-08,0,-0
16.66,-6.15078e-08,-0,-0,-0,0,6.15078e-08,0,-0
16.67,-7.18914e-08,-0,-0,-0,0,7.18914e-08,0,-0
16.68,-8.08801e-08,-0,-0,-0,0,8.08801e-08,0,-0
16.69,-8.75195e-08,-0,-0,-0,0,8.75195e-08,0,-0
16.7,-9.11419e-08,-0,-0,-0,0,9.11419e-08,0,-0
16.71,-9.14358e-08,-0,-0,-0,0,9.14358e-08,0,-0
16.72,-8.83877e-08,-0,-0,0,0,8.83877e-08,0,0
