"time","e","P","I","D","y_1","y_2","u_1","u_2"
0,0,0,0,0,0,0,0,0
0.01,-9.05133e-09,-0,-0,-0,0,9.05133e-09,0,-0
0.02,-1.18399e-08,-0,-0,-0,0,1.18399e-08,0,-0
0.03,-1.55954e-08,-0,-0,-0,0,1.55954e-08,0,-0
0.04,-1.8426e-08,-0,-0,-0,0,1.8426e-08,0,-0
0.05,-2.09957e-08,-0,-0,-0,0,2.09957e-08,0,-0
0.06,-2.3322e-08,-0,-0,-0,0,2.3322e-08,0,-0
0.07,-2.53176e-08,-0,-0,-0,0,2.53176e-08,0,-0
0.08,-2.70918e-08,-0,-0,-0,0,2.70918e-08,0,-0
0.09,-2.86222e-08,-0,-0,-0,0,2.86222e-08,0,-0
0.1,-3.00146e-08,-0,-0,-0,0,3.00146e-08,0,-0
0.11,-3.12386e-08,-0,-0,-0,0,3.12386e-08,0,-0
0.12,-3.23618e-08,-0,-0,-0,0,3.23618e-08,0,-0
0.13,-3.3343e-08,-0,-0,-0,0,3.3343e-08,0,-0
0.14,-3.42503e-08,-0,-0,-0,0,3.42503e-08,0,-0
0.15,-3.50362e-08,-0,-0,-0,0,3.50362e-08,0,-0
0.16,-3.57688e-08,-0,-0,-0,0,3.57688e-08,0,-0
0.17,-3.63974e-08,-0,-0,-0,0,3.63974e-08,0,-0
0.18,-3.69783e-08,-0,-0,-0,0,3.69783e-08,0,-0
0.19,-3.7468e-08,-0,-0,-0,0,3.7468e-08,0,-0
0.2,-3.79165e-08,-0,-0,-0,0,3.79165e-08,0,-0
0.21,-3.82945e-08,-0,-0,-0,0,3.82945e-08,0,-0
0.22,-3.86435e-08,-0,-0,-0,0,3.86435e-08,0,-0
0.23,-3.89258e-08,-0,-0,-0,0,3.89258e-08,0,-0
0.24,-3.91913e-08,-0,-0,-0,0,3.91913e-08,0,-0
0.25,-3.94059e-08,-0,-0,-0,0,3.94059e-08,0,-0
0.26,-3.96076e-08,-0,-0,-0,0,3.96076e-08,0,-0
0.27,-3.97713e-08,-0,-0,-0,0,3.97713e-08,0,-0
0.28,-3.99337e-08,-0,-0,-0,0,3.99337e-08,0,-0
0.29,-4.00712e-08,-0,-0,-0,0,4.00712e-08,0,-0
0.3,-4.02104e-08,-0,-0,-0,0,4.02104e-08,0,-0
0.31,-4.03345e-08,-0,-0,-0,0,4.03345e-08,0,-0
0.32,-4.04628e-08,-0,-0,-0,0,4.04628e-08,0,-0
0.33,-4.05827e-08,-0,-0,-0,0,4.05827e-08,0,-0
0.34,-4.07063e-08,-0,-0,-0,0,4.07063e-08,0,-0
0.35,-4.08195e-08,-0,-0,-0,0,4.08195e-08,0,-0
0.36,-4.09383e-08,-0,-0,-0,0,4.09383e-08,0,-0
0.37,-4.10412e-08,-0,-0,-0,0,4.10412e-08,0,-0
0.38,-4.11401e-08,-0,-0,-0,0,4.11401e-08,0,-0
0.39,-4.12206e-08,-0,-0,-0,0,4.12206e-08,0,-0
0.4,-4.12893e-08,-0,-0,-0,0,4.12893e-08,0,-0
0.41,-4.13364e-08,-0,-0,-0,0,4.13364e-08,0,-0
0.42,-4.13708e-08,-0,-0,-0,0,4.13708e-08,0,-0
0.43,-4.13789e-08,-0,-0,-0,0,4.13789e-08,0,-0
0.44,-4.13703e-08,-0,-0,0,0,4.13703e-08,0,0
0.45,-4.13379e-08,-0,-0,0,0,4.13379e-08,0,0
0.46,-4.12913e-08,-0,-0,0,0,4.12913e-08,0,0
0.47,-4.1228e-08,-0,-0,0,0,4.1228e-08,0,0
0.48,-4.11575e-08,-0,-0,0,0,4.11575e-08,0,0
0.49,-4.10791e-08,-0,-0,0,0,4.10791e-08,0,0
0.5,-4.10011e-08,-0,-0,0,0,4.10011e-08,0,0
0.51,-4.09264e-08,-0,-0,0,0,4.09264e-08,0,0
0.52,-4.08631e-08,-0,-0,0,0,4.08631e-08,0,0
0.53,-4.08132e-08,-0,-0,0,0,4.08132e-08,0,0
0.54,-4.07812e-08,-0,-0,0,0,4.07812e-08,0,0
0.55,-4.07685e-08,-0,-0,0,0,4.07685e-08,0,0
0.56,-4.07758e-08,-0,-0,-0,0,4.07758e-08,0,-0
0.57,-4.08015e-08,-0,-0,-0,0,4.08015e-08,0,-0
0.58,-4.08437e-08,-0,-0,-0,0,4.08437e-08,0,-0
0.59,-4.08954e-08,-0,-0,-0,0,4.08954e-08,0,-0
0.6,-4.09563e-08,-0,-0,-0,0,4.09563e-08,0,-0
0.61,-4.10155e-08,-0,-0,-0,0,4.10155e-08,0,-0
0.62,-4.10676e-08,-0,-0,-0,0,4.10676e-08,0,-0
0.63,-4.11025e-08,-0,-0,-0,0,4.11025e-08,0,-0
0.64,-4.11173e-08,-0,-0,-0,0,4.11173e-08,0,-0
0.65,-4.11018e-08,-0,-0,0,0,4.11018e-08,0,0
0.66,-4.10526e-08,-0,-0,0,0,4.10526e-08,0,0
0.67,-4.09706e-08,-0,-0,0,0,4.09706e-08,0,0
0.68,-4.08515e-08,-0,-0,0,0,4.08515e-08,0,0
0.69,-4.07022e-08,-0,-0,0,0,4.07022e-08,0,0
0.7,-4.05284e-08,-0,-0,0,0,4.05284e-08,0,0
0.71,-4.03373e-08,-0,-0,0,0,4.03373e-08,0,0
0.72,-4.0138e-08,-0,-0,0,0,4.0138e-08,0,0
0.73,-3.99425e-08,-0,-0,0,0,3.99425e-08,0,0
0.74,-3.97622e-08,-0,-0,0,0,3.97622e-08,0,0
0.75,-3.96059e-08,-0,-0,0,0,3.96059e-08,0,0
0.76,-3.9489e-08,-0,-0,0,0,3.9489e-08,0,0
0.77,-3.94209e-08,-0,-0,0,0,3.94209e-08,0,0
0.78,-3.94151e-08,-0,-0,0,0,3.94151e-08,0,0
0.79,-3.94629e-08,-0,-0,-0,0,3.94629e-08,0,-0
0.8,-3.95725e-08,-0,-0,-0,0,3.95725e-08,0,-0
0.81,-3.97314e-08,-0,-0,-0,0,3.97314e-08,0,-0
0.82,-3.99342e-08,-0,-0,-0,0,3.99342e-08,0,-0
0.83,-4.01617e-08,-0,-0,-0,0,4.01617e-08,0,-0
0.84,-4.04002e-08,-0,-0,-0,0,4.04002e-08,0,-0
0.85,-4.06322e-08,-0,-0,-0,0,4.06322e-08,0,-0
0.86,-4.08383e-08,-0,-0,-0,0,4.08383e-08,0,-0
0.87,-4.09933e-08,-0,-0,-0,0,4.09933e-08,0,-0
0.88,-4.10881e-08,-0,-0,-0,0,4.10881e-08,0,-0
0.89,-4.10943e-08,-0,-0,-0,0,4.10943e-08,0,-0
0.9,-4.10034e-08,-0,-0,0,0,4.10034e-08,0,0
0.91,-4.08128e-08,-0,-0,0,0,4.08128e-08,0,0
0.92,-4.05218e-08,-0,-0,0,0,4.05218e-08,0,0
0.93,-4.01416e-08,-0,-0,0,0,4.01416e-08,0,0
0.94,-3.96916e-08,-0,-0,0,0,3.96916e-08,0,0
0.95,-3.91971e-08,-0,-0,0,0,3.91971e-08,0,0
0.96,-3.86818e-08,-0,-0,0,0,3.86818e-08,0,0
0.97,-3.81833e-08,-0,-0,0,0,3.81833e-08,0,0
0.98,-3.77289e-08,-0,-0,0,0,3.77289e-08,0,0
0.99,-3.73623e-08,-0,-0,0,0,3.73623e-08,0,0
1,-3.71204e-08,-0,-0,0,0,3.71204e-08,0,0
1.01,-3.70192e-08,-0,-0,0,0,3.70192e-08,0,0
1.02,-3.70946e-08,-0,-0,-0,0,3.70946e-08,0,-0
1.03,-3.73477e-08,-0,-0,-0,0,3.73477e-08,0,-0
1.04,-3.7787e-08,-0,-0,-0,0,3.7787e-08,0,-0
1.05,-3.83768e-08,-0,-0,-0,0,3.83768e-08,0,-0
1.06,-3.91004e-08,-0,-0,-0,0,3.91004e-08,0,-0
1.07,-3.99115e-08,-0,-0,-0,0,3.99115e-08,0,-0
1.08,-4.07539e-08,-0,-0,-0,0,4.07539e-08,0,-0
1.09,-4.15841e-08,-0,-0,-0,0,4.15841e-08,0,-0
1.1,-4.23381e-08,-0,-0,-0,0,4.23381e-08,0,-0
1.11,-4.29444e-08,-0,-0,-0,0,4.29444e-08,0,-0
1.12,-4.33359e-08,-0,-0,-0,0,4.33359e-08,0,-0
1.13,-4.34802e-08,-0,-0,-0,0,4.34802e-08,0,-0
1.14,-4.33202e-08,-0,-0,0,0,4.33202e-08,0,0
1.15,-4.28402e-08,-0,-0,0,0,4.28402e-08,0,0
1.16,-4.20588e-08,-0,-0,0,0,4.20588e-08,0,0
1.17,-4.10204e-08,-0,-0,0,0,4.10204e-08,0,0
1.18,-3.97651e-08,-0,-0,0,0,3.97651e-08,0,0
1.19,-3.83688e-08,-0,-0,0,0,3.83688e-08,0,0
1.2,-3.69226e-08,-0,-0,0,0,3.69226e-08,0,0
1.21,-3.55265e-08,-0,-0,0,0,3.55265e-08,0,0
1.22,-3.42933e-08,-0,-0,0,0,3.42933e-08,0,0
1.23,-3.33326e-08,-0,-0,0,0,3.33326e-08,0,0
1.24,-3.27544e-08,-0,-0,0,0,3.27544e-08,0,0
1.25,-3.26451e-08,-0,-0,0,0,3.26451e-08,0,0
1.26,-3.3064e-08,-0,-0,-0,0,3.3064e-08,0,-0
1.27,-3.40284e-08,-0,-0,-0,0,3.40284e-08,0,-0
1.28,-3.54746e-08,-0,-0,-0,0,3.54746e-08,0,-0
1.29,-3.7356e-08,-0,-0,-0,0,3.7356e-08,0,-0
1.3,-3.95686e-08,-0,-0,-0,0,3.95686e-08,0,-0
1.31,-4.19699e-08,-0,-0,-0,0,4.19699e-08,0,-0
1.32,-4.44167e-08,-0,-0,-0,0,4.44167e-08,0,-0
1.33,-4.6719e-08,-0,-0,-0,0,4.6719e-08,0,-0
1.34,-4.86524e-08,-0,-0,-0,0,4.86524e-08,0,-0
1.35,-5.00607e-08,-0,-0,-0,0,5.00607e-08,0,-0
1.36,-5.07887e-08,-0,-0,-0,0,5.07887e-08,0,-0
1.37,-5.07091e-08,-0,-0,0,0,5.07091e-08,0,0
1.38,-4.98176e-08,-0,-0,0,0,4.98176e-08,0,0
1.39,-4.81163e-08,-0,-0,0,0,4.81163e-08,0,0
1.4,-4.56892e-08,-0,-0,0,0,4.56892e-08,0,0
1.41,-4.26812e-08,-0,-0,0,0,4.26812e-08,0,0
1.42,-3.93148e-08,-0,-0,0,0,3.93148e-08,0,0
1.43,-3.58488e-08,-0,-0,0,0,3.58488e-08,0,0
1.44,-3.25616e-08,-0,-0,0,0,3.25616e-08,0,0
1.45,-2.98117e-08,-0,-0,0,0,2.98117e-08,0,0
1.46,-2.78252e-08,-0,-0,0,0,2.78252e-08,0,0
1.47,-2.68953e-08,-0,-0,0,0,2.68953e-08,0,0
1.48,-2.71427e-08,-0,-0,-0,0,2.71427e-08,0,-0
1.49,-2.86171e-08,-0,-0,-0,0,2.86171e-08,0,-0
1.5,-3.13233e-08,-0,-0,-0,0,3.13233e-08,0,-0
1.51,-3.51065e-08,-0,-0,-0,0,3.51065e-08,0,-0
1.52,-3.97063e-08,-0,-0,-0,0,3.97063e-08,0,-0
1.53,-4.48009e-08,-0,-0,-0,0,4.48009e-08,0,-0
1.54,-5.00194e-08,-0,-0,-0,0,5.00194e-08,0,-0
1.55,-5.48852e-08,-0,-0,-0,0,5.48852e-08,0,-0
1.56,-5.89304e-08,-0,-0,-0,0,5.89304e-08,0,-0
1.57,-6.17369e-08,-0,-0,-0,0,6.17369e-08,0,-0
1.58,-6.30609e-08,-0,-0,-0,0,6.30609e-08,0,-0
1.59,-6.27516e-08,-0,-0,0,0,6.27516e-08,0,0
1.6,-6.07494e-08,-0,-0,0,0,6.07494e-08,0,0
1.61,-5.71893e-08,-0,-0,0,0,5.71893e-08,0,0
1.62,-5.23258e-08,-0,-0,0,0,5.23258e-08,0,0
1.63,-4.65644e-08,-0,-0,0,0,4.65644e-08,0,0
1.64,-4.04086e-08,-0,-0,0,0,4.04086e-08,0,0
1.65,-3.43808e-08,-0,-0,0,0,3.43808e-08,0,0
1.66,-2.91142e-08,-0,-0,0,0,2.91142e-08,0,0
1.67,-2.51323e-08,-0,-0,0,0,2.51323e-08,0,0
1.68,-2.28973e-08,-0,-0,0,0,2.28973e-08,0,0
1.69,-2.2676e-08,-0,-0,0,0,2.2676e-08,0,0
1.7,-2.45441e-08,-0,-0,-0,0,2.45441e-08,0,-0
1.71,-2.8463e-08,-0,-0,-0,0,2.8463e-08,0,-0
1.72,-3.41136e-08,-0,-0,-0,0,3.41136e-08,0,-0
1.73,-4.10783e-08,-0,-0,-0,0,4.10783e-08,0,-0
1.74,-4.8756e-08,-0,-0,-0,0,4.8756e-08,0,-0
1.75,-5.65134e-08,-0,-0,-0,0,5.65134e-08,0,-0
1.76,-6.36304e-08,-0,-0,-0,0,6.36304e-08,0,-0
1.77,-6.94104e-08,-0,-0,-0,0,6.94104e-08,0,-0
1.78,-7.33376e-08,-0,-0,-0,0,7.33376e-08,0,-0
1.79,-7.49617e-08,-0,-0,-0,0,7.49617e-08,0,-0
1.8,-7.41422e-08,-0,-0,0,0,7.41422e-08,0,0
1.81,-7.08809e-08,-0,-0,0,0,7.08809e-08,0,0
1.82,-6.55053e-08,-0,-0,0,0,6.55053e-08,0,0
1.83,-5.84748e-08,-0,-0,0,0,5.84748e-08,0,0
1.84,-5.04068e-08,-0,-0,0,0,5.04068e-08,0,0
1.85,-4.20541e-08,-0,-0,0,0,4.20541e-08,0,0
1.86,-3.42307e-08,-0,-0,0,0,3.42307e-08,0,0
1.87,-2.76542e-08,-0,-0,0,0,2.76542e-08,0,0
1.88,-2.30023e-08,-0,-0,0,0,2.30023e-08,0,0
1.89,-2.08112e-08,-0,-0,0,0,2.08112e-08,0,0
1.9,-2.13551e-08,-0,-0,-0,0,2.13551e-08,0,-0
1.91,-2.46132e-08,-0,-0,-0,0,2.46132e-08,0,-0
1.92,-3.03366e-08,-0,-0,-0,0,3.03366e-08,0,-0
1.93,-3.8035e-08,-0,-0,-0,0,3.8035e-08,0,-0
1.94,-4.70283e-08,-0,-0,-0,0,4.70283e-08,0,-0
1.95,-5.6495e-08,-0,-0,-0,0,5.6495e-08,0,-0
1.96,-6.55601e-08,-0,-0,-0,0,6.55601e-08,0,-0
1.97,-7.34179e-08,-0,-0,-0,0,7.34179e-08,0,-0
1.98,-7.92776e-08,-0,-0,-0,0,7.92776e-08,0,-0
1.99,-8.25469e-08,-0,-0,-0,0,8.25469e-08,0,-0
2,-8.29117e-08,-0,-0,-0,0,8.29117e-08,0,-0
2.01,-8.03458e-08,-0,-0,0,0,8.03458e-08,0,0
2.02,-7.50707e-08,-0,-0,0,0,7.50707e-08,0,0
2.03,-6.75918e-08,-0,-0,0,0,6.75918e-08,0,0
2.04,-5.86021e-08,-0,-0,0,0,5.86021e-08,0,0
2.05,-4.89338e-08,-0,-0,0,0,4.89338e-08,0,0
2.06,-3.95389e-08,-0,-0,0,0,3.95389e-08,0,0
2.07,-3.12734e-08,-0,-0,0,0,3.12734e-08,0,0
2.08,-2.49635e-08,-0,-0,0,0,2.49635e-08,0,0
2.09,-2.13096e-08,-0,-0,0,0,2.13096e-08,0,0
2.1,-2.06388e-08,-0,-0,0,0,2.06388e-08,0,0
2.11,-2.30757e-08,-0,-0,-0,0,2.30757e-08,0,-0
2.12,-2.8413e-08,-0,-0,-0,0,2.8413e-08,0,-0
2.13,-3.6151e-08,-0,-0,-0,0,3.6151e-08,0,-0
2.14,-4.55649e-08,-0,-0,-0,0,4.55649e-08,0,-0
2.15,-5.58369e-08,-0,-0,-0,0,5.58369e-08,0,-0
2.16,-6.59261e-08,-0,-0,-0,0,6.59261e-08,0,-0
2.17,-7.4923e-08,-0,-0,-0,0,7.4923e-08,0,-0
2.18,-8.1959e-08,-0,-0,-0,0,8.1959e-08,0,-0
2.19,-8.63482e-08,-0,-0,-0,0,8.63482e-08,0,-0
2.2,-8.76552e-08,-0,-0,-0,0,8.76552e-08,0,-0
2.21,-8.57569e-08,-0,-0,0,0,8.57569e-08,0,0
2.22,-8.08505e-08,-0,-0,0,0,8.08505e-08,0,0
2.23,-7.33887e-08,-0,-0,0,0,7.33887e-08,0,0
2.24,-6.4117e-08,-0,-0,0,0,6.4117e-08,0,0
2.25,-5.38598e-08,-0,-0,0,0,5.38598e-08,0,0
2.26,-4.36808e-08,-0,-0,0,0,4.36808e-08,0,0
2.27,-3.45236e-08,-0,-0,0,0,3.45236e-08,0,0
2.28,-2.72224e-08,-0,-0,0,0,2.72224e-08,0,0
2.29,-2.25252e-08,-0,-0,0,0,2.25252e-08,0,0
2.3,-2.09481e-08,-0,-0,0,0,2.09481e-08,0,0
2.31,-2.26639e-08,-0,-0,-0,0,2.26639e-08,0,-0
2.32,-2.747e-08,-0,-0,-0,0,2.747e-08,0,-0
2.33,-3.49425e-08,-0,-0,-0,0,3.49425e-08,0,-0
2.34,-4.43766e-08,-0,-0,-0,0,4.43766e-08,0,-0
2.35,-5.48791e-08,-0,-0,-0,0,5.48791e-08,0,-0
2.36,-6.54268e-08,-0,-0,-0,0,6.54268e-08,0,-0
2.37,-7.49764e-08,-0,-0,-0,0,7.49764e-08,0,-0
2.38,-8.27045e-08,-0,-0,-0,0,8.27045e-08,0,-0
2.39,-8.78413e-08,-0,-0,-0,0,8.78413e-08,0,-0
2.4,-8.98401e-08,-0,-0,-0,0,8.98401e-08,0,-0
2.41,-8.84974e-08,-0,-0,0,0,8.84974e-08,0,0
2.42,-8.40225e-08,-0,-0,0,0,8.40225e-08,0,0
2.43,-7.68058e-08,-0,-0,0,0,7.68058e-08,0,0
2.44,-6.75315e-08,-0,-0,0,0,6.75315e-08,0,0
2.45,-5.71128e-08,-0,-0,0,0,5.71128e-08,0,0
2.46,-4.65529e-08,-0,-0,0,0,4.65529e-08,0,0
2.47,-3.69168e-08,-0,-0,0,0,3.69168e-08,0,0
2.48,-2.89737e-08,-0,-0,0,0,2.89737e-08,0,0
2.49,-2.35716e-08,-0,-0,0,0,2.35716e-08,0,0
2.5,-2.13219e-08,-0,-0,0,0,2.13219e-08,0,0
2.51,-2.243e-08,-0,-0,-0,0,2.243e-08,0,-0
2.52,-2.67305e-08,-0,-0,-0,0,2.67305e-08,0,-0
2.53,-3.38412e-08,-0,-0,-0,0,3.38412e-08,0,-0
2.54,-4.30976e-08,-0,-0,-0,0,4.30976e-08,0,-0
2.55,-5.35821e-08,-0,-0,-0,0,5.35821e-08,0,-0
2.56,-6.43161e-08,-0,-0,-0,0,6.43161e-08,0,-0
2.57,-7.41829e-08,-0,-0,-0,0,7.41829e-08,0,-0
2.58,-8.23971e-08,-0,-0,-0,0,8.23971e-08,0,-0
2.59,-8.80784e-08,-0,-0,-0,0,8.80784e-08,0,-0
2.6,-9.06337e-08,-0,-0,-0,0,9.06337e-08,0,-0
2.61,-8.98153e-08,-0,-0,0,0,8.98153e-08,0,0
2.62,-8.57781e-08,-0,-0,0,0,8.57781e-08,0,0
2.63,-7.88985e-08,-0,-0,0,0,7.88985e-08,0,0
2.64,-6.97974e-08,-0,-0,0,0,6.97974e-08,0,0
2.65,-5.94061e-08,-0,-0,0,0,5.94061e-08,0,0
2.66,-4.8683e-08,-0,-0,0,0,4.8683e-08,0,0
2.67,-3.87399e-08,-0,-0,0,0,3.87399e-08,0,0
2.68,-3.03336e-08,-0,-0,0,0,3.03336e-08,0,0
2.69,-2.44213e-08,-0,-0,0,0,2.44213e-08,0,0
2.7,-2.16084e-08,-0,-0,0,0,2.16084e-08,0,0
2.71,-2.21651e-08,-0,-0,-0,0,2.21651e-08,0,-0
2.72,-2.59925e-08,-0,-0,-0,0,2.59925e-08,0,-0
2.73,-3.27265e-08,-0,-0,-0,0,3.27265e-08,0,-0
2.74,-4.17607e-08,-0,-0,-0,0,4.17607e-08,0,-0
2.75,-5.2173e-08,-0,-0,-0,0,5.2173e-08,0,-0
2.76,-6.30236e-08,-0,-0,-0,0,6.30236e-08,0,-0
2.77,-7.3171e-08,-0,-0,-0,0,7.3171e-08,0,-0
2.78,-8.17968e-08,-0,-0,-0,0,8.17968e-08,0,-0
2.79,-8.79645e-08,-0,-0,-0,0,8.79645e-08,0,-0
2.8,-9.10641e-08,-0,-0,-0,0,9.10641e-08,0,-0
2.81,-9.07907e-08,-0,-0,0,0,9.07907e-08,0,0
2.82,-8.72458e-08,-0,-0,0,0,8.72458e-08,0,0
2.83,-8.07498e-08,-0,-0,0,0,8.07498e-08,0,0
2.84,-7.19166e-08,-0,-0,0,0,7.19166e-08,0,0
2.85,-6.16247e-08,-0,-0,0,0,6.16247e-08,0,0
2.86,-5.08141e-08,-0,-0,0,0,5.08141e-08,0,0
2.87,-4.06109e-08,-0,-0,0,0,4.06109e-08,0,0
2.88,-3.18325e-08,-0,-0,0,0,3.18325e-08,0,0
2.89,-2.54389e-08,-0,-0,0,0,2.54389e-08,0,0
2.9,-2.20932e-08,-0,-0,0,0,2.20932e-08,0,0
2.91,-2.20771e-08,-0,-0,0,0,2.20771e-08,0,0
2.92,-2.53876e-08,-0,-0,-0,0,2.53876e-08,0,-0
2.93,-3.17151e-08,-0,-0,-0,0,3.17151e-08,0,-0
2.94,-4.04334e-08,-0,-0,-0,0,4.04334e-08,0,-0
2.95,-5.07157e-08,-0,-0,-0,0,5.07157e-08,0,-0
2.96,-6.16072e-08,-0,-0,-0,0,6.16072e-08,0,-0
2.97,-7.1974e-08,-0,-0,-0,0,7.1974e-08,0,-0
2.98,-8.09418e-08,-0,-0,-0,0,8.09418e-08,0,-0
2.99,-8.75565e-08,-0,-0,-0,0,8.75565e-08,0,-0
3,-9.1154e-08,-0,-0,-0,0,9.1154e-08,0,-0
3.01,-9.14281e-08,-0,-0,-0,0,9.14281e-08,0,-0
3.02,-8.83652e-08,-0,-0,0,0,8.83652e-08,0,0
3.03,-8.22588e-08,-0,-0,0,0,8.22588e-08,0,0
3.04,-7.37168e-08,-0,-0,0,0,7.37168e-08,0,0
3.05,-6.35536e-08,-0,-0,0,0,6.35536e-08,0,0
3.06,-5.27039e-08,-0,-0,0,0,5.27039e-08,0,0
3.07,-4.22978e-08,-0,-0,0,0,4.22978e-08,0,0
3.08,-3.3201e-08,-0,-0,0,0,3.3201e-08,0,0
3.09,-2.63778e-08,-0,-0,0,0,2.63778e-08,0,0
3.1,-2.2517e-08,-0,-0,0,0,2.2517e-08,0,0
3.11,-2.19594e-08,-0,-0,0,0,2.19594e-08,0,0
3.12,-2.4775e-08,-0,-0,-0,0,2.4775e-08,0,-0
3.13,-3.06815e-08,-0,-0,-0,0,3.06815e-08,0,-0
3.14,-3.909e-08,-0,-0,-0,0,3.909e-08,0,-0
3.15,-4.92032e-08,-0,-0,-0,0,4.92032e-08,0,-0
3.16,-6.01039e-08,-0,-0,-0,0,6.01039e-08,0,-0
3.17,-7.06257e-08,-0,-0,-0,0,7.06257e-08,0,-0
3.18,-7.98706e-08,-0,-0,-0,0,7.98706e-08,0,-0
3.19,-8.68734e-08,-0,-0,-0,0,8.68734e-08,0,-0
3.2,-9.09698e-08,-0,-0,-0,0,9.09698e-08,0,-0
3.21,-9.17578e-08,-0,-0,-0,0,9.17578e-08,0,-0
3.22,-8.91807e-08,-0,-0,0,0,8.91807e-08,0,0
3.23,-8.35023e-08,-0,-0,0,0,8.35023e-08,0,0
3.24,-7.52618e-08,-0,-0,0,0,7.52618e-08,0,0
3.25,-6.52794e-08,-0,-0,0,0,6.52794e-08,0,0
3.26,-5.44443e-08,-0,-0,0,0,5.44443e-08,0,0
3.27,-4.38999e-08,-0,-0,0,0,4.38999e-08,0,0
3.28,-3.45641e-08,-0,-0,0,0,3.45641e-08,0,0
3.29,-2.73631e-08,-0,-0,0,0,2.73631e-08,0,0
3.3,-2.30019e-08,-0,-0,0,0,2.30019e-08,0,0
3.31,-2.19336e-08,-0,-0,0,0,2.19336e-08,0,0
3.32,-2.42615e-08,-0,-0,-0,0,2.42615e-08,0,-0
3.33,-2.97146e-08,-0,-0,-0,0,2.97146e-08,0,-0
3.34,-3.7804e-08,-0,-0,-0,0,3.7804e-08,0,-0
3.35,-4.77195e-08,-0,-0,-0,0,4.77195e-08,0,-0
3.36,-5.85628e-08,-0,-0,-0,0,5.85628e-08,0,-0
3.37,-6.91865e-08,-0,-0,-0,0,6.91865e-08,0,-0
3.38,-7.86436e-08,-0,-0,-0,0,7.86436e-08,0,-0
3.39,-8.59993e-08,-0,-0,-0,0,8.59993e-08,0,-0
3.4,-9.05679e-08,-0,-0,-0,0,9.05679e-08,0,-0
3.41,-9.18492e-08,-0,-0,-0,0,9.18492e-08,0,-0
3.42,-8.9741e-08,-0,-0,0,0,8.9741e-08,0,0
3.43,-8.44982e-08,-0,-0,0,0,8.44982e-08,0,0
3.44,-7.65887e-08,-0,-0,0,0,7.65887e-08,0,0
3.45,-6.67935e-08,-0,-0,0,0,6.67935e-08,0,0
3.46,-5.60192e-08,-0,-0,0,0,5.60192e-08,0,0
3.47,-4.53752e-08,-0,-0,0,0,4.53752e-08,0,0
3.48,-3.58402e-08,-0,-0,0,0,3.58402e-08,0,0
3.49,-2.82861e-08,-0,-0,0,0,2.82861e-08,0,0
3.5,-2.34639e-08,-0,-0,0,0,2.34639e-08,0,0
3.51,-2.18989e-08,-0,-0,0,0,2.18989e-08,0,0
3.52,-2.37516e-08,-0,-0,-0,0,2.37516e-08,0,-0
3.53,-2.8772e-08,-0,-0,-0,0,2.8772e-08,0,-0
3.54,-3.65109e-08,-0,-0,-0,0,3.65109e-08,0,-0
3.55,-4.62235e-08,-0,-0,-0,0,4.62235e-08,0,-0
3.56,-5.69755e-08,-0,-0,-0,0,5.69755e-08,0,-0
3.57,-6.76934e-08,-0,-0,-0,0,6.76934e-08,0,-0
3.58,-7.73346e-08,-0,-0,-0,0,7.73346e-08,0,-0
3.59,-8.50365e-08,-0,-0,-0,0,8.50365e-08,0,-0
3.6,-9.00444e-08,-0,-0,-0,0,9.00444e-08,0,-0
3.61,-9.18174e-08,-0,-0,-0,0,9.18174e-08,0,-0
3.62,-9.01772e-08,-0,-0,0,0,9.01772e-08,0,0
3.63,-8.53678e-08,-0,-0,0,0,8.53678e-08,0,0
3.64,-7.78083e-08,-0,-0,0,0,7.78083e-08,0,0
3.65,-6.82229e-08,-0,-0,0,0,6.82229e-08,0,0
3.66,-5.75486e-08,-0,-0,0,0,5.75486e-08,0,0
3.67,-4.68293e-08,-0,-0,0,0,4.68293e-08,0,0
3.68,-3.71196e-08,-0,-0,0,0,3.71196e-08,0,0
3.69,-2.92296e-08,-0,-0,0,0,2.92296e-08,0,0
3.7,-2.39743e-08,-0,-0,0,0,2.39743e-08,0,0
3.71,-2.19369e-08,-0,-0,0,0,2.19369e-08,0,0
3.72,-2.33178e-08,-0,-0,-0,0,2.33178e-08,0,-0
3.73,-2.78966e-08,-0,-0,-0,0,2.78966e-08,0,-0
3.74,-3.52805e-08,-0,-0,-0,0,3.52805e-08,0,-0
3.75,-4.47623e-08,-0,-0,-0,0,4.47623e-08,0,-0
3.76,-5.54021e-08,-0,-0,-0,0,5.54021e-08,0,-0
3.77,-6.61766e-08,-0,-0,-0,0,6.61766e-08,0,-0
3.78,-7.59947e-08,-0,-0,-0,0,7.59947e-08,0,-0
3.79,-8.40348e-08,-0,-0,-0,0,8.40348e-08,0,-0
3.8,-8.94721e-08,-0,-0,-0,0,8.94721e-08,0,-0
3.81,-9.17064e-08,-0,-0,-0,0,9.17064e-08,0,-0
3.82,-9.05352e-08,-0,-0,0,0,9.05352e-08,0,0
3.83,-8.61503e-08,-0,-0,0,0,8.61503e-08,0,0
3.84,-7.8949e-08,-0,-0,0,0,7.8949e-08,0,0
3.85,-6.96011e-08,-0,-0,0,0,6.96011e-08,0,0
3.86,-5.9043e-08,-0,-0,0,0,5.9043e-08,0,0
3.87,-4.82678e-08,-0,-0,0,0,4.82678e-08,0,0
